date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-12-02,Rumah Second,29000,2,82,200,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,675,2,60,60,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,112,160,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,29000,3,82,200,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,22000,4,413,700,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,15000,2,62,84,HGB,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,29000,3,98,134,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,475,3,60,60,SHM,Jatinegara,Kota Jakarta Timur
2024-12-02,Rumah Second,55000,6,336,450,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,27000,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,1000,3,90,70,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,475,3,60,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,12000,5,513,271,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,175000,5,589,444,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,25000,4,110,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,17000,4,150,120,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,35000,13,175,180,HGB,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,27000,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,56000,7,356,485,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,18000,3,90,80,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,35000,5,101,240,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,6000,5,367,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,34000,5,99,240,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,5,372,387,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,69000,6,500,350,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,36000,5,255,220,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,33000,4,186,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,42000,3,278,156,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,18000,4,162,120,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,36000,6,195,190,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,4,145,290,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,3,198,198,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,160,125,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,90,140,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,800,3,80,120,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,14000,3,104,104,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,120,145,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,36000,4,255,220,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,27000,3,96,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,35000,3,175,180,HGB,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,27000,4,160,240,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,450,2,60,40,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,17000,3,90,75,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,22000,3,180,250,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,45000,4,308,250,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,5000,9,477,700,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,27000,4,180,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,180,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,28000,4,170,127,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000,6,200,180,HGB,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,25000,8,2567,850,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,29000,4,240,202,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,33000,5,360,260,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,24000,3,80,120,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,42000,4,101,164,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,26000,4,105,130,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,12000,6,325,248,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,52000,4,184,220,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,55000,12,236,350,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,48000,4,200,250,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,85000,4,396,500,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,35000,7,420,375,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,21000,4,81,110,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,12000,3,51,104,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,32000,3,180,160,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000,6,200,180,HGB,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,145000,5,1050,600,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,11000,2,72,144,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,25000,3,98,134,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,21000,3,120,87,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,53000,5,318,320,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000,4,90,280,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,47000,4,387,236,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,24000,4,161,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,4,90,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,117000,6,190,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,46000,4,144,250,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,67000,3,232,200,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,131000,8,600,800,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,35000,4,105,180,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,24000,3,135,120,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,13000,2,96,70,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,33000,3,128,100,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,139000,4,307,432,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,4,400,1000,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,155000,6,538,800,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,13000,2,65,50,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,3,276,224,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,4,67,99,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,22000,3,90,172,HGB,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,600,2,60,45,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,680,2,60,60,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,14000,3,89,120,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,59000,4,155,273,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,24000,4,93,140,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,9000,4,398,500,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-12-02,Rumah Second,75000,7,206,670,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,65000,3,250,350,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,44000,3,340,450,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,760,3,60,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,900,3,51,75,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,3,116,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,49000,3,557,120,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,3,168,140,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,19000,4,120,90,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,6,340,300,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000,5,459,650,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,602,2,64,50,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,55000,5,519,370,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,7755,3,65,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,700,2,49,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,795,3,49,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,14000,4,169,100,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,23000,3,156,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,975,3,65,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,56000,3,200,141,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,700,2,51,60,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,135,125,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,7000,6,604,302,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,775,2,49,60,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,795,3,65,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,2000,3,100,155,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,14000,6,477,477,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,800,2,51,60,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,15000,2,50,68,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,13000,3,120,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,13000,3,108,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,9000,4,319,500,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,12000,3,77,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,52000,6,865,365,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,5000,4,107,220,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,950,2,87,50,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,950,3,64,90,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000,3,74,170,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,129000,3,404,350,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,165000,6,329,677,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,10000,4,307,300,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,400,2,43,43,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,15000,3,63,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,19000,3,40,85,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,39000,1,560,300,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,450,2,21,41,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,70000,5,810,750,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,5,165,230,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,3,135,91,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,400,4,70,70,Strata,Makasar,Kota Jakarta Timur
2024-12-02,Rumah Second,4978,2,22,43,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,2000,3,140,160,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,3,59,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000,4,116,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,32000,3,223,120,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,125000,4,766,500,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,27000,4,160,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,37000,3,237,320,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,3,101,160,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000,4,633,840,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,970,2,52,104,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,35000,5,406,650,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,75000,4,200,345,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,3,90,160,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,18000,3,172,200,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-02,Rumah Second,22000,3,72,185,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,6,680,500,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,165000,4,210,500,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,3,63,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,75000,6,481,290,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,800,4,60,120,SHM,Matraman,Kota Jakarta Timur
2024-12-02,Rumah Second,68000,5,308,567,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,75000,4,675,1000,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,6000,3,417,500,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,117000,6,190,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,53000,4,667,800,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,76000,4,170,295,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,5,90,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,37000,6,375,800,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,3,154,145,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,58000,5,216,600,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,38000,6,177,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,690,2,60,60,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,38000,5,101,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,40000,4,676,420,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,11000,1,144,90,SHM,Koja,Kota Jakarta Utara
2024-12-02,Rumah Second,13000,5,400,400,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,3,69,155,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,3,136,170,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,84,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,49000,8,378,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,260,2,60,55,SHM,Tambora,Kota Jakarta Barat
2024-12-02,Rumah Second,275,2,60,55,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,14000,3,65,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,25000,5,240,180,Girik,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,22000,3,70,97,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,275,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,285,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,48000,4,765,520,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,30000,5,2500,1000,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,15000,3,102,63,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,33000,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,33000,4,146,149,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,49000,5,130,350,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,65000,2,240,280,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,17000,5,250,700,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,29000,4,147,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000,3,173,220,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,13000,3,142,200,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,75000,5,260,240,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,32000,6,500,450,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,35000,4,239,149,SHM,Matraman,Kota Jakarta Timur
2024-12-02,Rumah Second,10000,7,352,200,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,4000,4,323,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,139000,4,307,432,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,525,2,95,104,SHM,Taman Sari,Kota Jakarta Barat
2024-12-02,Rumah Second,275,2,60,55,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,39000,6,210,258,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,275,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,4000,5,252,150,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,7,420,180,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,18000,3,90,170,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,260,2,60,55,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,21000,5,144,220,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,35000,3,144,125,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,5,215,200,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,500,2,40,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,14000,3,66,102,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,20000,6,964,401,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,3,183,160,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,3000,4,150,180,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,23000,3,220,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,275,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,58000,7,324,500,HGB,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,23000,4,77,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,23000,4,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,3,90,63,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,13000,3,60,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,6,707,270,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,145000,4,484,450,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,20000,5,800,750,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,65000,3,199,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,22000,3,241,300,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,15000,3,69,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,3,65,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,4,143,285,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,26000,3,107,160,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,3,62,95,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,1,879,400,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,125000,5,250,350,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,12000,3,84,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,365000,4,509,650,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,57000,3,91,262,HGB,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,4,185,255,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,470,4,132,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000,3,144,120,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,4000,3,118,149,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,4,75,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,125000,3,405,120,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,30000,4,616,600,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,275,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,85000,4,502,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,36000,5,250,300,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,55000,8,175,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,110000,5,1100,1000,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,115000,5,980,500,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,45000,3,258,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,42000,5,150,250,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,3,225,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,17000,6,528,800,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,4,186,180,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285,2,60,55,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,29000,4,85,140,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,25000,3,140,133,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,95000,5,420,800,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,285,2,60,55,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,33000,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,2000,4,101,125,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,525,2,95,104,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,17000,5,79,135,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,22000,2,126,94,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,68000,6,284,300,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,6,208,300,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,285,2,60,55,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,32000,4,165,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,5,88,240,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,21000,5,75,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,6,707,270,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,6,475,800,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Gambir,Kota Jakarta Pusat
2024-12-02,Rumah Second,25000,5,119,125,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285,2,60,55,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,285,2,60,55,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,948,2,90,54,SHM,Cengkareng,Kota Jakarta Barat
