date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-11-16,Rumah Second,145000,4,1100,384,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,31000,7,120,160,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,23000,4,240,180,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,36000,3,198,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,8000,6,475,650,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,11000,3,69,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,14000,3,40,100,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,17000,4,85,96,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-11-16,Rumah Second,25000,6,56,230,SHM,Tambora,Kota Jakarta Barat
2024-11-16,Rumah Second,119000,5,435,455,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-16,Rumah Second,700,3,56,50,SHM,Cipayung,Kota Jakarta Timur
2024-11-16,Rumah Second,53000,3,220,225,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,13000,3,60,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,25000,5,89,210,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,36000,6,110,365,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,36000,5,101,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,21000,3,77,175,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,51000,3,208,210,SHM,Gambir,Kota Jakarta Pusat
2024-11-16,Rumah Second,12000,3,80,69,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,29000,3,136,300,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,29000,4,98,134,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,550,2,60,45,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-16,Rumah Second,2000,3,90,120,Strata,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,3000,5,136,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,19000,5,241,200,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,65000,4,235,332,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,4,50,80,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,37000,4,72,120,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,20000,7,281,200,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-16,Rumah Second,850,3,78,70,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,12000,5,320,600,SHM,Penjaringan,Kota Jakarta Utara
2024-11-16,Rumah Second,30000,4,488,400,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,375,2,24,24,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,25000,4,110,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,18000,2,60,70,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,18000,2,48,75,SHM,Penjaringan,Kota Jakarta Utara
2024-11-16,Rumah Second,25000,3,80,100,SHM,Penjaringan,Kota Jakarta Utara
2024-11-16,Rumah Second,65000,4,398,160,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,38000,4,90,129,SHM,Penjaringan,Kota Jakarta Utara
2024-11-16,Rumah Second,600,3,50,120,SHM,Cilincing,Kota Jakarta Utara
2024-11-16,Rumah Second,25000,3,120,160,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,5000,7,300,220,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,7000,4,252,252,SHM,Taman Sari,Kota Jakarta Barat
2024-11-16,Rumah Second,79000,7,374,900,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,27000,5,180,150,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,82000,5,235,300,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,48000,4,350,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,3,65,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,45000,2,264,158,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,32000,4,165,300,SHM,Gambir,Kota Jakarta Pusat
2024-11-16,Rumah Second,36000,3,267,378,SHM,Tebet,Kota Jakarta Selatan
2024-11-16,Rumah Second,16000,3,80,100,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,75000,4,140,200,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,35000,4,555,900,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,64000,24,261,522,SHM,Senen,Kota Jakarta Pusat
2024-11-16,Rumah Second,25000,5,70,160,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,17000,3,84,65,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,25000,5,72,180,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,35000,4,406,650,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,6000,4,343,250,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,950,4,152,84,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-11-16,Rumah Second,48000,3,174,200,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,95000,20,150,425,SHM,Menteng,Kota Jakarta Pusat
2024-11-16,Rumah Second,22000,4,102,145,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,95000,5,144,270,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,48000,3,192,200,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,25000,3,102,123,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,27000,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,24000,5,78,154,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,21000,4,120,110,HGB,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,145000,5,518,450,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,26000,3,75,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,27000,6,134,200,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,21000,3,200,150,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,33000,4,452,400,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-16,Rumah Second,78000,4,395,300,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,65000,7,600,654,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-16,Rumah Second,81000,4,333,400,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,15000,6,187,100,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,1000,3,120,110,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,12000,4,271,513,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-16,Rumah Second,54000,4,336,300,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-16,Rumah Second,51000,3,135,260,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,26000,3,120,220,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,11000,34,99,400,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-16,Rumah Second,17000,2,180,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,18000,2,64,110,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-16,Rumah Second,1000,3,90,70,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,25000,3,144,130,HGB,Kebon Jeruk,Kota Jakarta Barat
2024-11-16,Rumah Second,145000,5,1050,600,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,55000,4,260,350,SHM,Kembangan,Kota Jakarta Barat
2024-11-16,Rumah Second,12000,5,330,300,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,65000,5,240,300,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,37000,4,211,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,6000,4,318,200,SHM,Cipayung,Kota Jakarta Timur
2024-11-16,Rumah Second,720,2,120,60,Girik,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,27000,6,240,360,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,25000,4,112,160,HGB,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,8000,3,520,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-16,Rumah Second,26000,4,73,109,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-16,Rumah Second,727,2,72,45,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,280,1,34,34,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,58000,3,393,360,SHM,Makasar,Kota Jakarta Timur
2024-11-16,Rumah Second,49000,5,1070,650,SHM,Menteng,Kota Jakarta Pusat
2024-11-16,Rumah Second,33000,5,141,250,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,350,2,42,42,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,45000,4,136,220,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-16,Rumah Second,22000,3,76,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,49000,5,130,350,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,2,62,84,HGB,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-16,Rumah Second,25000,4,149,295,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,48000,5,360,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,900,3,50,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,3000,7,180,320,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,18000,5,86,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,14000,3,57,90,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-16,Rumah Second,35000,7,133,133,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-11-16,Rumah Second,950,3,62,70,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-16,Rumah Second,22000,5,160,25,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,15000,3,64,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,27000,3,90,160,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,46000,4,194,155,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,85000,5,152,242,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,35000,4,191,250,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,3000,5,240,360,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,25000,2,141,80,SHM,Cakung,Kota Jakarta Timur
2024-11-16,Rumah Second,55000,5,196,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,22000,3,92,100,SHM,Tebet,Kota Jakarta Selatan
2024-11-16,Rumah Second,25000,3,151,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,3,66,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-16,Rumah Second,22000,3,102,160,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,33000,9,266,175,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,17000,4,90,180,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-16,Rumah Second,59000,5,380,350,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-16,Rumah Second,13000,5,1103,500,SHM,Cilandak,Kota Jakarta Selatan
2024-11-16,Rumah Second,53000,4,327,300,SHM,Gambir,Kota Jakarta Pusat
2024-11-16,Rumah Second,11000,4,184,150,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,26000,5,55,185,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-16,Rumah Second,55000,3,210,646,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-16,Rumah Second,23000,4,90,160,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-16,Rumah Second,13000,3,121,100,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-16,Rumah Second,22000,3,145,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,2000,3,66,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,31000,3,95,240,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,3,62,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,2000,3,112,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,15000,3,63,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,27000,5,95,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-16,Rumah Second,870,3,62,100,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-16,Rumah Second,15000,3,144,80,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,27000,5,105,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,19000,3,110,130,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,700,2,62,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,14000,9,695,700,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,66000,3,225,350,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-15,Rumah Second,17000,3,90,180,SHM,Kemayoran,Kota Jakarta Pusat
2024-11-15,Rumah Second,25000,4,84,125,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,25000,4,144,200,SHM,Kemayoran,Kota Jakarta Pusat
2024-11-15,Rumah Second,2000,3,93,100,SHM,Jatinegara,Kota Jakarta Timur
2024-11-15,Rumah Second,16000,3,120,160,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,12000,3,108,107,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,13000,3,73,83,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-15,Rumah Second,15000,2,62,84,HGB,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-15,Rumah Second,17000,4,90,120,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,74000,3,255,200,SHM,Tebet,Kota Jakarta Selatan
2024-11-15,Rumah Second,2000,3,250,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,63000,3,152,152,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-15,Rumah Second,10000,4,235,350,HGB,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-15,Rumah Second,13000,3,54,74,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,25000,5,89,210,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,35000,3,340,220,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,4000,6,230,200,SHM,Pancoran,Kota Jakarta Selatan
2024-11-15,Rumah Second,12000,3,82,81,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,7000,4,354,249,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,55000,6,218,182,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-11-15,Rumah Second,55000,3,646,210,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,38000,5,200,320,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-15,Rumah Second,9000,3,397,280,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,25000,6,1006,450,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,34000,4,136,272,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-15,Rumah Second,12000,3,67,120,SHM,Jatinegara,Kota Jakarta Timur
2024-11-15,Rumah Second,966,4,144,125,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,750,2,65,65,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,990,3,93,75,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,29000,4,295,200,SHM,Makasar,Kota Jakarta Timur
2024-11-15,Rumah Second,1000,4,75,100,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,17000,2,120,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,175000,6,710,500,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,750,2,60,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,11000,2,30,58,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-15,Rumah Second,16000,3,183,183,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,750,3,40,80,SHM,Johar Baru,Kota Jakarta Pusat
2024-11-15,Rumah Second,14000,3,78,112,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-15,Rumah Second,260,1,65,54,HGB,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,45000,5,237,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,9000,6,374,374,SHM,Menteng,Kota Jakarta Pusat
2024-11-15,Rumah Second,20000,4,659,400,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-15,Rumah Second,22000,6,345,345,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-15,Rumah Second,26000,4,137,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,23000,5,90,160,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,985,3,62,64,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,34000,4,190,186,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,3000,5,118,330,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-15,Rumah Second,73000,4,388,850,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,38000,4,79,208,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,24000,3,90,132,SHM,Penjaringan,Kota Jakarta Utara
2024-11-15,Rumah Second,16000,3,70,130,SHM,Cipayung,Kota Jakarta Timur
2024-11-15,Rumah Second,17000,3,79,88,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,23000,3,83,130,SHM,Kalideres,Kota Jakarta Barat
2024-11-15,Rumah Second,60000,5,650,800,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-15,Rumah Second,79000,3,360,360,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-15,Rumah Second,35000,15,164,274,SHM,Tebet,Kota Jakarta Selatan
2024-11-15,Rumah Second,49000,4,119,180,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-15,Rumah Second,15000,4,72,72,HGB,Grogol Petamburan,Kota Jakarta Barat
2024-11-15,Rumah Second,28000,4,78,204,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-15,Rumah Second,15000,5,840,900,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-15,Rumah Second,18000,3,130,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,13000,4,85,125,SHM,Cipayung,Kota Jakarta Timur
2024-11-15,Rumah Second,29000,3,135,210,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,4000,3,278,170,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,15000,4,90,130,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,31000,3,120,123,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,995,3,61,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,25000,4,110,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,115000,6,239,567,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-15,Rumah Second,205000,6,710,611,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,39000,5,200,180,SHM,Tebet,Kota Jakarta Selatan
2024-11-15,Rumah Second,197000,6,710,611,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,31000,4,90,210,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,9000,18,257,500,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-15,Rumah Second,105000,3,170,330,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,24000,3,200,180,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,21000,6,985,450,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-15,Rumah Second,35000,5,176,176,SHM,Kalideres,Kota Jakarta Barat
2024-11-15,Rumah Second,1000,2,48,65,SHM,Kalideres,Kota Jakarta Barat
2024-11-15,Rumah Second,14000,4,108,80,SHM,Kalideres,Kota Jakarta Barat
2024-11-15,Rumah Second,85000,6,400,400,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,47000,3,220,185,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,16000,5,112,100,SHM,Cengkareng,Kota Jakarta Barat
2024-11-15,Rumah Second,56000,7,356,485,SHM,Kembangan,Kota Jakarta Barat
2024-11-15,Rumah Second,75000,8,400,400,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,48000,3,102,215,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,430,2,60,36,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-15,Rumah Second,29000,6,144,250,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-15,Rumah Second,28000,3,100,270,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,42000,5,320,400,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,25000,4,112,160,HGB,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,14000,1,981,464,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,2000,3,66,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,20000,8,477,412,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-15,Rumah Second,125000,4,450,400,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,15000,4,400,343,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,12000,4,427,150,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,33000,3,186,180,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,55000,6,336,450,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,105000,5,471,550,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-15,Rumah Second,55000,5,327,280,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,79000,4,161,310,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,21000,5,372,387,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,175000,5,589,444,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,27000,5,200,210,SHM,Kembangan,Kota Jakarta Barat
2024-11-15,Rumah Second,21000,3,266,400,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,55000,6,225,350,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,4000,4,135,270,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,75000,6,400,400,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-15,Rumah Second,11000,4,2080,296,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,21000,8,728,450,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-15,Rumah Second,35000,3,74,175,SHM,Gambir,Kota Jakarta Pusat
2024-11-15,Rumah Second,25000,4,313,300,HGB,Kembangan,Kota Jakarta Barat
2024-11-15,Rumah Second,78000,3,450,400,SHM,Kembangan,Kota Jakarta Barat
2024-11-15,Rumah Second,16000,3,100,120,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-15,Rumah Second,25000,4,855,520,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,18000,3,90,80,SHM,Cakung,Kota Jakarta Timur
2024-11-15,Rumah Second,14000,3,98,84,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,22000,4,136,150,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,75000,4,298,250,HGB,Tebet,Kota Jakarta Selatan
2024-11-15,Rumah Second,29000,7,120,160,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,29000,7,120,160,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-15,Rumah Second,17000,4,655,400,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-15,Rumah Second,3000,4,120,210,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-15,Rumah Second,65000,4,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-11-15,Rumah Second,24000,4,85,120,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,53000,4,460,500,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-15,Rumah Second,15000,2,62,84,HGB,Jatinegara,Kota Jakarta Timur
2024-11-15,Rumah Second,28000,4,126,280,SHM,Johar Baru,Kota Jakarta Pusat
2024-11-15,Rumah Second,12000,4,513,271,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-15,Rumah Second,17000,5,673,397,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,17000,4,238,200,SHM,Kembangan,Kota Jakarta Barat
2024-11-15,Rumah Second,31000,4,78,140,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-15,Rumah Second,11000,2,134,95,SHM,Ciracas,Kota Jakarta Timur
2024-11-15,Rumah Second,155000,5,515,400,SHM,Cilandak,Kota Jakarta Selatan
2024-11-15,Rumah Second,17000,4,228,221,SHM,Ciracas,Kota Jakarta Timur
