type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Rumah Second,"Rp1,3 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 96m²,LB 166m²,SHM
Rumah Second,"Rp2,2 M","Cakung, Kota Jakarta Timur",5 KT,LT 72m²,LB 216m²,SHM
Rumah Second,"Rp3,7 M","Cakung, Kota Jakarta Timur",4 KT,LT 210m²,LB 258m²,SHM
Rumah Second,"Rp3,7 M","Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 90m²,LB 72m²,SHM
Rumah Second,"Rp2,8 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 117m²,LB 180m²,SHM
Rumah Second,"Rp8,4 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 595m²,LB 238m²,SHM
Rumah Second,"Rp2,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 240m²,LB 180m²,
Rumah Second,"Rp15,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 518m²,LB 450m²,
Rumah Second,Rp3 M,"Tebet, Kota Jakarta Selatan",3 KT,LT 90m²,LB 135m²,
Rumah Second,Rp14 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 231m²,LB 312m²,
Rumah Second,Rp28 M,"Tebet, Kota Jakarta Selatan",5 KT,LT 670m²,LB 1000m²,
Rumah Second,Rp100 M,"Kebayoran Baru, Kota Jakarta Selatan",10 KT,LT 950m²,LB 900m²,
Rumah Second,"Rp1,4 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 75m²,LB 120m²,SHM
Rumah Second,Rp800 Jt,"Matraman, Kota Jakarta Timur",10 KT,LT 56m²,LB 168m²,SHM
Rumah Second,Rp90 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 1091m²,LB 763m²,
Rumah Second,"Rp2,8 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 167m²,LB 200m²,SHM
Rumah Second,"Rp4,5 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 225m²,LB 155m²,SHM
Rumah Second,"Rp17,5 M","Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 738m²,LB 950m²,
Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",5 KT,LT 238m²,LB 160m²,SHM
Rumah Second,"Rp7,3 M","Penjaringan, Kota Jakarta Utara",6 KT,LT 200m²,LB 400m²,SHM
Rumah Second,"Rp19,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 1069m²,LB 500m²,
Rumah Second,Rp33 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 641m²,LB 581m²,
Rumah Second,"Rp20,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 773m²,LB 600m²,
Rumah Second,"Rp5,1 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 220m²,LB 225m²,SHM
Rumah Second,Rp6 M,"Duren Sawit, Kota Jakarta Timur",5 KT,LT 355m²,LB 271m²,SHM
Rumah Second,"Rp5,3 M","Kembangan, Kota Jakarta Barat",5 KT,LT 260m²,LB 350m²,SHM
Rumah Second,"Rp5,3 M","Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 318m²,LB 320m²,SHM
Rumah Second,"Rp1,2 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 61m²,LB 53m²,SHM
Rumah Second,"Rp5,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 355m²,LB 271m²,SHM
Rumah Second,"Rp3,4 M","Kalideres, Kota Jakarta Barat",4 KT,LT 144m²,LB 147m²,HGB
Rumah Second,"Rp1,4 M","Ciracas, Kota Jakarta Timur",3 KT,LT 119m²,LB 250m²,HGB
Rumah Second,"Rp1,1 M","Cempaka Putih, Kota Jakarta Pusat",2 KT,LT 31m²,LB 61m²,SHM
Rumah Second,Rp7 M,"Kemayoran, Kota Jakarta Pusat",4 KT,LT 120m²,LB 300m²,HGB
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 116m²,LB 125m²,SHM
Rumah Second,"Rp6,3 M","Menteng, Kota Jakarta Pusat",24 KT,LT 261m²,LB 522m²,
Rumah Second,Rp990 Jt,"Koja, Kota Jakarta Utara",4 KT,LT 117m²,LB 125m²,SHM
Rumah Second,"Rp2,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 164m²,LB 150m²,SHM
Rumah Second,"Rp1,4 M","Cilincing, Kota Jakarta Utara",4 KT,LT 103m²,LB 150m²,SHM
Rumah Second,"Rp18,5 M","Pasar Minggu, Kota Jakarta Selatan",7 KT,LT 1387m²,LB 553m²,SHM
Rumah Second,"Rp2,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 240m²,LB 180m²,
Rumah Second,"Rp1,3 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 72m²,LB 115m²,
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",6 KT,LT 190m²,LB 300m²,HGB
Rumah Second,"Rp6,5 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 170m²,LB 400m²,SHM
Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 120m²,LB 87m²,HGB
Rumah Second,Rp690 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 96m²,LB 60m²,SHM
Rumah Second,Rp690 Jt,"Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 82m²,LB 60m²,SHM
Rumah Second,"Rp13,9 M","Tebet, Kota Jakarta Selatan",4 KT,LT 310m²,LB 400m²,
Rumah Second,Rp5 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 228m²,LB 230m²,SHM
Rumah Second,"Rp8,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 650m²,LB 700m²,SHM
Rumah Second,"Rp6,6 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 205m²,LB 120m²,SHM
Rumah Second,"Rp2,4 M","Makasar, Kota Jakarta Timur",4 KT,LT 100m²,LB 200m²,SHM
Rumah Second,"Rp1,4 M","Cilincing, Kota Jakarta Utara",4 KT,LT 103m²,LB 150m²,SHM
Rumah Second,Rp680 Jt,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 72m²,LB 60m²,SHM
Rumah Second,"Rp16,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 442m²,LB 425m²,
Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 75m²,LB 180m²,SHM
Rumah Second,Rp670 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 69m²,LB 60m²,SHM
Rumah Second,Rp450 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 85m²,LB 72m²,
Rumah Second,Rp670 Jt,"Pancoran, Kota Jakarta Selatan",3 KT,LT 69m²,LB 60m²,SHM
Rumah Second,Rp660 Jt,"Cakung, Kota Jakarta Timur",3 KT,LT 64m²,LB 60m²,SHM
Rumah Second,"Rp2,2 M","Ciracas, Kota Jakarta Timur",4 KT,LT 137m²,LB 274m²,SHM
Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 90m²,SHM
Rumah Second,Rp21 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 411m²,LB 600m²,SHM
Rumah Second,"Rp14,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 480m²,LB 306m²,SHM
Rumah Second,"Rp2,4 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 130m²,LB 120m²,SHM
Rumah Second,"Rp2,5 M","Pasar Rebo, Kota Jakarta Timur",25 KT,LT 267m²,LB 534m²,SHM
Rumah Second,Rp450 Jt,"Kembangan, Kota Jakarta Barat",2 KT,LT 44m²,LB 47m²,SHM
Rumah Second,"Rp1,3 M","Cilincing, Kota Jakarta Utara",4 KT,LT 149m²,LB 118m²,SHM
Rumah Second,"Rp3,4 M","Cakung, Kota Jakarta Timur",4 KT,LT 132m²,LB 142m²,
Rumah Second,"Rp6,5 M","Kalideres, Kota Jakarta Barat",6 KT,LT 202m²,LB 350m²,SHM
Rumah Second,"Rp1,8 M","Kembangan, Kota Jakarta Barat",5 KT,LT 95m²,LB 150m²,SHM
Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 370m²,LB 170m²,SHM
Rumah Second,"Rp1,4 M","Cilincing, Kota Jakarta Utara",4 KT,LT 103m²,LB 150m²,SHM
Rumah Second,"Rp6,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 260m²,LB 250m²,SHM
Rumah Second,"Rp2,3 M","Tebet, Kota Jakarta Selatan",3 KT,LT 81m²,LB 147m²,
Rumah Second,"Rp5,5 M","Matraman, Kota Jakarta Timur",6 KT,LT 421m²,LB 200m²,SHM
Rumah Second,"Rp6,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 260m²,LB 250m²,SHM
Rumah Second,"Rp2,5 M","Cilandak, Kota Jakarta Selatan",7 KT,LT 143m²,LB 160m²,SHM
Rumah Second,"Rp2,1 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 150m²,LB 96m²,SHM
Rumah Second,"Rp27,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 410m²,LB 430m²,SHM
Rumah Second,"Rp1,3 M","Ciracas, Kota Jakarta Timur",3 KT,LT 93m²,LB 80m²,SHM
Rumah Second,"Rp3,2 M","Cakung, Kota Jakarta Timur",3 KT,LT 150m²,LB 115m²,SHM
Rumah Second,"Rp27,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 308m²,LB 425m²,SHM
Rumah Second,Rp50 Jt,"Cakung, Kota Jakarta Timur",3 KT,LT 119m²,LB 100m²,SHM
Rumah Second,Rp3 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 123m²,LB 200m²,SHM
Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 101m²,LB 160m²,SHM
Rumah Second,"Rp2,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 172m²,SHM
Rumah Second,"Rp1,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 45m²,LB 100m²,SHM
Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Rumah Second,Rp370 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 72m²,LB 45m²,SHM
Rumah Second,"Rp7,5 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 248m²,LB 250m²,SHM
Rumah Second,"Rp2,6 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 105m²,LB 130m²,SHM
Rumah Second,Rp14 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 276m²,LB 224m²,SHM
Rumah Second,"Rp2,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 172m²,HGB
Rumah Second,"Rp1,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 120m²,LB 200m²,SHM
Rumah Second,Rp650 Jt,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 123m²,LB 100m²,SHM
Rumah Second,"Rp5,6 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 112m²,LB 220m²,SHM
Rumah Second,"Rp3,5 M","Matraman, Kota Jakarta Timur",7 KT,LT 253m²,LB 399m²,SHM
Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 58m²,LB 100m²,SHM
Rumah Second,Rp10 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 584m²,LB 225m²,SHM
Rumah Second,"Rp5,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 184m²,LB 220m²,SHM
Rumah Second,Rp1 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 48m²,LB 90m²,SHM
Rumah Second,"Rp3,1 M","Pesanggrahan, Kota Jakarta Selatan",7 KT,LT 120m²,LB 160m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 63m²,SHM
Rumah Second,"Rp4,1 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 177m²,LB 255m²,SHM
Rumah Second,"Rp3,3 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 128m²,LB 100m²,SHM
Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 84m²,LB 220m²,SHM
Rumah Second,"Rp1,3 M","Duren Sawit, Kota Jakarta Timur",2 KT,LT 90m²,LB 60m²,SHM
Rumah Second,"Rp1,4 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 98m²,LB 147m²,SHM
Rumah Second,"Rp1,4 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 75m²,LB 120m²,SHM
Rumah Second,"Rp2,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 172m²,HGB
Rumah Second,"Rp4,7 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 141m²,LB 236m²,SHM
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 77m²,LB 75m²,SHM
Rumah Baru,"Rp 3,8 M - Rp 4,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 96-176m²,LB 200m²,
Rumah Second,"Rp4,9 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 140m²,LB 331m²,SHM
Rumah Second,"Rp1,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 66m²,LB 132m²,SHM
Rumah Second,Rp4 M,"Sawah Besar, Kota Jakarta Pusat",4 KT,LT 200m²,LB 200m²,SHM
Rumah Second,"Rp2,8 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 81m²,LB 250m²,SHM
Rumah Second,Rp500 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 50m²,LB 49m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 90m²,LB 230m²,SHM
Rumah Second,Rp480 Jt,"Cipayung, Kota Jakarta Timur",2 KT,LT 60m²,LB 50m²,SHM
Rumah Second,"Rp3,4 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 97m²,LB 138m²,SHM
Rumah Second,"Rp2,5 M","Pasar Rebo, Kota Jakarta Timur",25 KT,LT 267m²,LB 534m²,SHM
Rumah Second,"Rp1,4 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 69m²,
Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",9 KT,LT 530m²,LB 450m²,SHM
Rumah Second,"Rp1,9 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 179m²,LB 150m²,SHM
Rumah Second,"Rp4,9 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 140m²,LB 331m²,SHM
Rumah Second,Rp18 M,"Pal Merah (Palmerah), Kota Jakarta Barat",6 KT,LT 542m²,LB 198m²,SHM
Rumah Second,"Rp3,4 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 97m²,LB 138m²,SHM
Rumah Second,"Rp2,5 M","Makasar, Kota Jakarta Timur",3 KT,LT 285m²,LB 200m²,SHM
Rumah Second,"Rp3,8 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 134m²,LB 400m²,SHM
Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",5 KT,LT 170m²,LB 150m²,SHM
Rumah Second,"Rp1,8 M","Kembangan, Kota Jakarta Barat",5 KT,LT 92m²,LB 150m²,SHM
Rumah Second,"Rp4,1 M","Cakung, Kota Jakarta Timur",4 KT,LT 144m²,LB 144m²,
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",6 KT,LT 190m²,LB 300m²,
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,HGB
Rumah Second,Rp11 M,"Cakung, Kota Jakarta Timur",4 KT,LT 385m²,LB 300m²,SHM
Rumah Second,"Rp2,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 130m²,LB 200m²,
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 91m²,
Rumah Second,Rp4 M,"Cakung, Kota Jakarta Timur",4 KT,LT 126m²,LB 146m²,
Rumah Second,"Rp3,2 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 115m²,
Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 75m²,
Rumah Second,"Rp1,7 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 75m²,LB 90m²,SHM
Rumah Second,"Rp4,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 168m²,LB 147m²,
Rumah Second,"Rp1,1 M","Cakung, Kota Jakarta Timur",3 KT,LT 124m²,LB 89m²,
Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 162m²,LB 150m²,SHM
Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 75m²,SHM
Rumah Second,"Rp13,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 1061m²,LB 220m²,SHM
Rumah Second,"Rp4,2 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 100m²,LB 142m²,
Rumah Second,Rp500 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 50m²,LB 49m²,SHM
Rumah Second,Rp1 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 75m²,LB 80m²,SHM
Rumah Second,"Rp2,1 M","Cakung, Kota Jakarta Timur",3 KT,LT 127m²,LB 180m²,SHM
Rumah Second,"Rp3,1 M","Kalideres, Kota Jakarta Barat",4 KT,LT 120m²,LB 200m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 69m²,
Rumah Second,"Rp3,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 156m²,
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 126m²,HGB
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,
Rumah Second,"Rp6,5 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 170m²,LB 400m²,SHM
Rumah Second,"Rp4,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 250m²,HGB
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,HGB
Rumah Second,Rp650 Jt,"Cilincing, Kota Jakarta Utara",2 KT,LT 50m²,LB 70m²,SHM
Rumah Second,"Rp6,5 M","Koja, Kota Jakarta Utara",3 KT,LT 567m²,LB 171m²,HGB
Rumah Second,Rp30 M,"Cilandak, Kota Jakarta Selatan",6 KT,LT 1057m²,LB 856m²,SHM
Rumah Second,"Rp862,4 Jt","Cipayung, Kota Jakarta Timur",2 KT,LT 85m²,LB 55m²,SHM
Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 75m²,SHM
Rumah Second,Rp965 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 85m²,LB 60m²,SHM
Rumah Second,"Rp1,5 M","Cipayung, Kota Jakarta Timur",4 KT,LT 179m²,LB 100m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 58m²,SHM
Rumah Second,"Rp6,3 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 811m²,LB 250m²,SHM
Rumah Second,"Rp5,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 184m²,LB 220m²,SHM
Rumah Second,"Rp3,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 126m²,LB 250m²,SHM
Rumah Second,Rp37 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 2570m²,LB 417m²,SHM
Rumah Second,Rp950 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 36m²,LB 78m²,SHM
Rumah Second,"Rp7,2 M","Kembangan, Kota Jakarta Barat",5 KT,LT 240m²,LB 350m²,SHM
Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 390m²,LB 600m²,SHM
Rumah Second,"Rp3,8 M","Kembangan, Kota Jakarta Barat",4 KT,LT 180m²,LB 250m²,SHM
Rumah Second,Rp35 M,"Tanjung Priok, Kota Jakarta Utara",6 KT,LT 1000m²,LB 837m²,SHM
Rumah Second,"Rp2,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 135m²,LB 100m²,SHM
Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 109m²,LB 200m²,SHM
Rumah Second,Rp9 M,"Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 117m²,LB 344m²,SHM
Rumah Second,"Rp5,3 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 318m²,LB 320m²,SHM
Rumah Second,"Rp1,7 M","Menteng, Kota Jakarta Pusat",4 KT,LT 192m²,LB 136m²,SHM
Rumah Second,Rp650 Jt,"Duren Sawit, Kota Jakarta Timur",1 KT,LT 78m²,LB 48m²,SHM
Rumah Second,Rp18 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 252m²,LB 192m²,SHM
Rumah Second,"Rp3,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 95m²,LB 250m²,SHM
Rumah Second,"Rp2,6 M","Cakung, Kota Jakarta Timur",3 KT,LT 160m²,LB 250m²,SHM
Rumah Second,"Rp1,2 M","Cengkareng, Kota Jakarta Barat",2 KT,LT 55m²,LB 70m²,SHM
Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",5 KT,LT 150m²,LB 300m²,SHM
Rumah Second,Rp2 M,"Jatinegara, Kota Jakarta Timur",3 KT,LT 93m²,LB 120m²,SHM
Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",3 KT,LT 90m²,LB 120m²,SHM
Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 96m²,LB 180m²,SHM
Rumah Second,"Rp1,6 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 60m²,LB 66m²,HGB
Rumah Second,"Rp1,3 M","Cakung, Kota Jakarta Timur",3 KT,LT 119m²,LB 90m²,SHM
Rumah Second,Rp2 M,"Jatinegara, Kota Jakarta Timur",4 KT,LT 93m²,LB 100m²,SHM
Rumah Second,"Rp5,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 230m²,LB 250m²,SHM
Rumah Second,"Rp1,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 64m²,LB 60m²,SHM
Rumah Second,"Rp3,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 126m²,LB 250m²,SHM
Rumah Second,"Rp8,6 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 160m²,LB 270m²,SHM
Rumah Second,Rp14 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 276m²,LB 224m²,SHM
Rumah Second,"Rp1,5 M","Kemayoran, Kota Jakarta Pusat",4 KT,LT 56m²,LB 224m²,SHM
Rumah Second,"Rp1,3 M","Pasar Rebo, Kota Jakarta Timur",3 KT,LT 98m²,LB 115m²,SHM
Rumah Second,Rp2 M,"Kelapa Gading, Kota Jakarta Utara",4 KT,LT 90m²,LB 180m²,SHM
Rumah Second,"Rp5,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 118m²,LB 159m²,SHM
Rumah Second,Rp23 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 405m²,LB 600m²,SHM
Rumah Second,Rp19 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 270m²,LB 450m²,SHM
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 71m²,LB 100m²,SHM
Rumah Second,"Rp2,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 172m²,HGB
Rumah Second,Rp880 Jt,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 120m²,LB 240m²,SHM
Rumah Second,"Rp16,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 420m²,LB 400m²,SHM
Rumah Second,Rp25 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 420m²,LB 998m²,SHM
Rumah Second,"Rp7,9 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 128m²,LB 250m²,SHM
Rumah Second,Rp19 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 438m²,LB 319m²,
Rumah Second,"Rp3,6 M","Matraman, Kota Jakarta Timur",7 KT,LT 210m²,LB 350m²,SHM
Rumah Second,"Rp5,7 M","Cakung, Kota Jakarta Timur",5 KT,LT 168m²,LB 259m²,SHM
Rumah Second,Rp800 Jt,"Pesanggrahan, Kota Jakarta Selatan",2 KT,LT 60m²,LB 37m²,SHM
Rumah Second,"Rp2,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 97m²,LB 16m²,SHM
Rumah Second,Rp35 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 953m²,LB 646m²,
Rumah Second,Rp34 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 491m²,LB 525m²,SHM
Rumah Second,"Rp1,4 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 69m²,
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 87m²,LB 100m²,SHM
Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 264m²,LB 603m²,
Rumah Second,"Rp1,7 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 67m²,LB 130m²,SHM
Rumah Second,"Rp5,4 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 217m²,LB 340m²,SHM
Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 60m²,LB 80m²,SHM
Rumah Second,Rp900 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 48m²,LB 90m²,SHM
Rumah Second,Rp15 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 271m²,LB 299m²,
Rumah Second,Rp29 M,"Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 625m²,LB 750m²,
Rumah Second,Rp30 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 800m²,LB 1000m²,
Rumah Second,"Rp3,1 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 126m²,LB 225m²,SHM
Rumah Second,"Rp1,7 M","Kalideres, Kota Jakarta Barat",2 KT,LT 90m²,LB 90m²,SHM
Rumah Second,"Rp5,8 M","Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 420m²,LB 180m²,SHM
Rumah Second,Rp400 Jt,"Cilincing, Kota Jakarta Utara",2 KT,LT 60m²,LB 36m²,SHM
Rumah Second,Rp40 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 629m²,LB 900m²,SHM
Rumah Second,"Rp2,8 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 120m²,LB 200m²,SHM
Rumah Second,Rp29 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 570m²,LB 550m²,SHM
Rumah Second,"Rp5,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 261m²,LB 360m²,SHM
